"","year","location_abbr","state","effective_date","geo_location"
"33994",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"33995",2013,"AZ","arizona","9/13/2013","(34.865970280000454, -111.76381127699972)"
"33996",2013,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"33997",2013,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"33998",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"33999",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34000",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34001",2013,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"34002",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34003",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34004",2013,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"34005",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34006",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34007",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34008",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34009",2013,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"34010",2013,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"34011",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34012",2013,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"34013",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34014",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34015",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34016",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34017",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34018",2013,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"34019",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34020",2013,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"34021",2013,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"34022",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34023",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34024",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34025",2013,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"34026",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34027",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34028",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34029",2013,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"34030",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34031",2013,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"34032",2013,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"34033",2013,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"34034",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34035",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34036",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34037",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34038",2013,"AR","arkansas",NA,"(34.74865012400045, -92.27449074299966)"
"34039",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34040",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34041",2013,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"34042",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34043",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34044",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34045",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34046",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34047",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34048",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34049",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34050",2013,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"34051",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34052",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34053",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34054",2013,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"34055",2013,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"34056",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34057",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34058",2013,"IL","illinois",NA,"(40.48501028300046, -88.99771017799969)"
"34059",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34060",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34061",2013,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"34062",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34063",2013,"MD","maryland","10/1/2012","(39.29058096400047, -76.60926011099963)"
"34064",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34065",2013,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"34066",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34067",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34068",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34069",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34070",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34071",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34072",2013,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"34073",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34074",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34075",2013,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"34076",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34077",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34078",2013,"AR","arkansas","8/16/2013","(34.74865012400045, -92.27449074299966)"
"34079",2013,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"34080",2013,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"34081",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34082",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34083",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34084",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34085",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34086",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34087",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34088",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34089",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34090",2013,"IN","indiana",NA,"(39.766910452000445, -86.14996019399968)"
"34091",2013,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"34092",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34093",2013,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"34094",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34095",2013,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"34096",2013,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"34097",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34098",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34099",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34100",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34101",2013,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"34102",2013,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"34103",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34104",2013,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"34105",2013,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"34106",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34107",2013,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"34108",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34109",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34110",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34111",2013,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"34112",2013,"VT","vermont","5/3/2013","(43.62538123900049, -72.51764079099962)"
"34113",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34114",2013,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"34115",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34116",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34117",2013,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"34118",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34119",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34120",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34121",2013,"NC","north carolina","8/1/2013","(35.466220975000454, -79.15925046299964)"
"34122",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34123",2013,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"34124",2013,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"34125",2013,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"34126",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34127",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34128",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34129",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34130",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34131",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34132",2013,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"34133",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34134",2013,"OK","oklahoma",NA,"(35.47203135600046, -97.52107021399968)"
"34135",2013,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"34136",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34137",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34138",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34139",2013,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"34140",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34141",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34142",2013,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"34143",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34144",2013,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"34145",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34146",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34147",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34148",2013,"CA","california","9/27/2010","(37.63864012300047, -120.99999953799971)"
"34149",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34150",2013,"HI","hawaii","6/27/2013","(21.304850435000446, -157.85774940299973)"
"34151",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34152",2013,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"34153",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34154",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34155",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34156",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34157",2013,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"34158",2013,"AL","alabama","8/1/2013","(32.84057112200048, -86.63186076199969)"
"34159",2013,"ND","north dakota",NA,"(47.47531977900047, -100.11842104899966)"
"34160",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34161",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34162",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34163",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34164",2013,"AR","arkansas",NA,"(34.74865012400045, -92.27449074299966)"
"34165",2013,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"34166",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34167",2013,"IN","indiana","7/1/2013","(39.766910452000445, -86.14996019399968)"
"34168",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34169",2013,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"34170",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34171",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34172",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34173",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34174",2013,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"34175",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34176",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34177",2013,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"34178",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34179",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34180",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34181",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34182",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34183",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34184",2013,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"34185",2013,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"34186",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34187",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34188",2013,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"34189",2013,"AR","arkansas",NA,"(34.74865012400045, -92.27449074299966)"
"34190",2013,"MI","michigan",NA,"(44.6613195430005, -84.71439026999968)"
"34191",2013,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"34192",2013,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"34193",2013,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"34194",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34195",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34196",2013,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"34197",2013,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"34198",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34199",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34200",2013,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"34201",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34202",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34203",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34204",2013,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"34205",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34206",2013,"MS","mississippi",NA,"(32.745510099000455, -89.53803082499968)"
"34207",2013,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"34208",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34209",2013,"NH","new hampshire","7/31/2010","(43.65595011300047, -71.50036091999965)"
"34210",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34211",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34212",2013,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"34213",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34214",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34215",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34216",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34217",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34218",2013,"NY","new york","1/1/2013","(42.82700103200045, -75.54397042699964)"
"34219",2013,"CO","colorado",NA,"(38.843840757000464, -106.13361092099967)"
"34220",2013,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"34221",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34222",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34223",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34224",2013,"WA","washington","7/28/2013","(47.52227862900048, -120.47001078999972)"
"34225",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34226",2013,"VT","vermont","7/1/2013","(43.62538123900049, -72.51764079099962)"
"34227",2013,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"34228",2013,"NY","new york",NA,"(42.82700103200045, -75.54397042699964)"
"34229",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34230",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34231",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34232",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34233",2013,"AK","alaska","8/22/2012","(64.84507995700051, -147.72205903599973)"
"34234",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34235",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34236",2013,"AL","alabama",NA,"(32.84057112200048, -86.63186076199969)"
"34237",2013,"WV","west virginia",NA,"(38.66551020200046, -80.71264013499967)"
"34238",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34239",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34240",2013,"WY","wyoming","3/13/2013","(43.23554134300048, -108.10983035299967)"
"34241",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34242",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34243",2013,"VT","vermont",NA,"(43.62538123900049, -72.51764079099962)"
"34244",2013,"ME","maine",NA,"(45.254228894000505, -68.98503133599962)"
"34245",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34246",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34247",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34248",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34249",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34250",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34251",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34252",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34253",2013,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"34254",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34255",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34256",2013,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"34257",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34258",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34259",2013,"NM","new mexico",NA,"(34.52088095200048, -106.24058098499967)"
"34260",2013,"WI","wisconsin","4/20/2012","(44.39319117400049, -89.81637074199966)"
"34261",2013,"NJ","new jersey","3/12/2010","(40.13057004800049, -74.27369128799967)"
"34262",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34263",2013,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"34264",2013,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"34265",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34266",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34267",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34268",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34269",2013,"TN","tennessee","7/1/2011","(35.68094058000048, -85.77449091399967)"
"34270",2013,"IN","indiana",NA,"(39.766910452000445, -86.14996019399968)"
"34271",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34272",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34273",2013,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"34274",2013,"WA","washington",NA,"(47.52227862900048, -120.47001078999972)"
"34275",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34276",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34277",2013,"VA","virginia",NA,"(37.54268067400045, -78.45789046299967)"
"34278",2013,"SD","south dakota",NA,"(44.353130053000484, -100.3735306369997)"
"34279",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34280",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34281",2013,"NH","new hampshire",NA,"(43.65595011300047, -71.50036091999965)"
"34282",2013,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"34283",2013,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"34284",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34285",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34286",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34287",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34288",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34289",2013,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"34290",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34291",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34292",2013,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"34293",2013,"HI","hawaii",NA,"(21.304850435000446, -157.85774940299973)"
"34294",2013,"GA","georgia",NA,"(32.83968109300048, -83.62758034599966)"
"34295",2013,"NC","north carolina",NA,"(35.466220975000454, -79.15925046299964)"
"34296",2013,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"34297",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34298",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34299",2013,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"34300",2013,"LA","louisiana",NA,"(31.31266064400046, -92.44568007099969)"
"34301",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34302",2013,"CA","california",NA,"(37.63864012300047, -120.99999953799971)"
"34303",2013,"SC","south carolina","6/7/2013","(33.998821303000454, -81.04537120699968)"
"34304",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34305",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34306",2013,"TX","texas",NA,"(31.827240407000488, -99.42677020599967)"
"34307",2013,"FL","florida",NA,"(28.932040377000476, -81.92896053899966)"
"34308",2013,"AK","alaska",NA,"(64.84507995700051, -147.72205903599973)"
"34309",2013,"MT","montana",NA,"(47.06652897200047, -109.42442064499971)"
"34310",2013,"MD","maryland","10/1/2012","(39.29058096400047, -76.60926011099963)"
"34311",2013,"KS","kansas","7/1/2012","(38.34774030000045, -98.20078122699965)"
"34312",2013,"WY","wyoming","3/13/2013","(43.23554134300048, -108.10983035299967)"
"34313",2013,"MA","massachusetts",NA,"(42.27687047000046, -72.08269067499964)"
"34314",2013,"ID","idaho","7/1/2012","(43.682630005000476, -114.3637300419997)"
"34315",2013,"KY","kentucky",NA,"(37.645970271000465, -84.77497104799966)"
"34316",2013,"UT","utah",NA,"(39.360700171000474, -111.58713063499971)"
"34317",2013,"MO","missouri",NA,"(38.635790776000476, -92.56630005299968)"
"34318",2013,"NV","nevada",NA,"(39.493240390000494, -117.07184056399967)"
"34319",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34320",2013,"DE","delaware",NA,"(39.008830667000495, -75.57774116799965)"
"34321",2013,"CT","connecticut",NA,"(41.56266102000046, -72.64984095199964)"
"34322",2013,"MD","maryland",NA,"(39.29058096400047, -76.60926011099963)"
"34323",2013,"CO","colorado","3/25/2011","(38.843840757000464, -106.13361092099967)"
"34324",2013,"UT","utah","5/11/2010","(39.360700171000474, -111.58713063499971)"
"34325",2013,"RI","rhode island",NA,"(41.70828019300046, -71.52247031399963)"
"34326",2013,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"34327",2013,"TN","tennessee",NA,"(35.68094058000048, -85.77449091399967)"
"34328",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34329",2013,"OH","ohio",NA,"(40.06021014100048, -82.40426005599966)"
"34330",2013,"OR","oregon",NA,"(44.56744942400047, -120.15503132599969)"
"34331",2013,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"34332",2013,"DC","district of columbia",NA,"(38.89037138500049, -77.03196112699965)"
"34333",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34334",2013,"WI","wisconsin",NA,"(44.39319117400049, -89.81637074199966)"
"34335",2013,"AZ","arizona",NA,"(34.865970280000454, -111.76381127699972)"
"34336",2013,"IA","iowa",NA,"(42.46940091300047, -93.81649055599968)"
"34337",2013,"PA","pennsylvania",NA,"(40.79373015200048, -77.86070029399963)"
"34338",2013,"NJ","new jersey",NA,"(40.13057004800049, -74.27369128799967)"
"34339",2013,"WY","wyoming",NA,"(43.23554134300048, -108.10983035299967)"
"34340",2013,"NE","nebraska",NA,"(41.6410409880005, -99.36572062299967)"
"34341",2013,"MN","minnesota",NA,"(46.35564873600049, -94.79420050299967)"
"34342",2013,"MN","minnesota","8/1/2010","(46.35564873600049, -94.79420050299967)"
